F_PU1,F_PU2,F_PU3,F_PU8,F_V2,L_T1,P_J14,P_J269,P_J280,P_J302,P_J422,S_PU1,S_PU2,S_PU3,S_PU8,S_V2,ATTACK_FLAG
116.56,0.0,0.0,35.07,66.02,3.13,32.07,23.73,2.99,20.6,31.17,1,0,0,1,1,1
118.09,0.0,0.0,34.81,61.05,2.82,31.68,22.85,2.99,19.68,30.78,1,0,0,1,1,1
118.36,0.0,0.0,34.44,54.46,2.48,32.1,22.7,2.99,19.84,31.2,1,0,0,1,1,1
116.71,0.0,0.0,0.0,63.89,2.16,32.33,23.64,2.99,29.53,31.43,1,0,0,0,1,1
116.62,0.0,0.0,0.0,62.87,2.1,32.44,23.7,2.99,29.52,31.54,1,0,0,0,1,1
117.22,0.0,0.0,0.0,41.51,2.05,33.85,23.35,2.99,26.44,32.95,1,0,0,0,1,1
117.82,0.0,0.0,0.0,50.16,1.88,32.83,23.0,2.99,26.09,31.93,1,0,0,0,1,1
119.62,0.0,0.0,34.92,37.76,1.67,32.59,21.97,2.99,18.51,31.69,1,0,0,1,1,1
120.93,0.0,0.0,34.99,45.68,1.31,31.21,21.21,2.99,17.76,30.31,1,0,0,1,1,1
98.92,98.94,0.0,35.12,63.93,0.93,31.65,33.55,2.97,18.89,30.75,1,1,0,1,1,1
98.11,98.13,0.0,35.13,68.14,0.82,31.55,33.99,2.97,19.36,30.65,1,1,0,1,1,1
90.67,90.69,0.0,35.87,0.0,4.11,41.46,37.94,2.98,23.43,24.04,1,1,0,1,0,1
91.16,91.18,0.0,35.63,0.0,4.36,41.27,37.69,2.98,23.53,23.42,1,1,0,1,0,0
115.49,0.0,0.0,0.0,103.62,4.51,28.45,24.34,2.99,28.03,27.55,1,0,0,0,1,0
113.63,0.0,0.0,0.0,78.33,4.25,32.72,25.4,2.99,29.06,31.82,1,0,0,0,1,0
113.11,0.0,0.0,0.0,94.81,4.21,31.09,25.7,2.99,31.59,30.19,1,0,0,0,1,0
113.11,0.0,0.0,0.0,92.23,4.13,31.39,25.7,2.99,31.56,30.49,1,0,0,0,1,0
115.02,0.0,0.0,0.0,83.76,4.05,31.29,24.61,2.99,28.07,30.39,1,0,0,0,1,0
116.79,0.0,0.0,35.26,55.93,3.78,33.04,23.6,2.99,20.4,32.14,1,0,0,1,1,0
117.57,0.0,0.0,34.6,66.87,3.4,31.47,23.15,2.99,20.16,30.57,1,0,0,1,1,0
119.27,0.0,0.0,34.92,57.29,3.02,31.41,22.17,2.99,19.16,30.51,1,0,0,1,1,0
119.08,0.0,0.0,34.25,57.12,2.59,31.46,22.28,2.99,19.27,30.56,1,0,0,1,1,0
119.58,0.0,0.0,34.26,61.74,2.18,30.67,21.99,2.99,19.07,29.77,1,0,0,1,1,0
118.18,0.0,0.0,0.0,70.97,1.83,30.81,22.8,2.99,28.78,29.91,1,0,0,0,1,0
119.97,0.0,0.0,0.0,63.37,1.65,30.42,21.77,2.99,24.96,29.52,1,0,0,0,1,0
119.1,0.0,0.0,0.0,67.83,1.33,30.37,22.27,2.99,25.31,29.47,1,0,0,0,1,0
119.1,0.0,0.0,0.0,65.05,1.09,30.6,22.27,2.99,25.29,29.7,1,0,0,0,1,0
98.37,98.39,0.0,35.02,71.82,0.97,31.07,33.85,2.97,19.35,30.17,1,1,0,1,1,0
98.3,98.32,0.0,34.88,70.37,0.89,31.24,33.88,2.97,19.43,30.34,1,1,0,1,1,0
97.38,97.4,0.0,34.71,53.71,0.9,33.41,34.38,2.97,19.7,32.51,1,1,0,1,1,0
98.42,98.44,0.0,35.2,64.44,0.9,31.83,33.82,2.97,19.04,30.93,1,1,0,1,1,0
98.47,98.49,0.0,34.78,63.07,0.84,31.93,33.79,2.97,19.06,31.03,1,1,0,1,1,0
98.58,98.6,0.0,34.59,61.5,0.78,32.02,33.73,2.97,19.03,31.12,1,1,0,1,1,0
98.74,98.76,0.0,34.99,66.02,0.71,31.43,33.65,2.97,18.85,30.53,1,1,0,1,1,0
98.44,98.46,0.0,34.71,68.38,0.63,31.29,33.81,2.97,19.07,30.39,1,1,0,1,1,0
96.97,96.99,0.0,34.77,84.43,3.1,31.02,34.6,2.98,20.99,30.12,1,1,0,1,1,0
95.33,95.35,0.0,0.0,90.97,2.95,31.1,35.48,2.98,28.2,30.2,1,1,0,0,1,0
95.24,95.26,0.0,0.0,90.88,3.03,31.19,35.52,2.98,28.27,30.29,1,1,0,0,1,0
93.91,93.93,0.0,0.0,88.17,3.13,32.57,36.24,2.98,31.52,31.67,1,1,0,0,1,0
92.17,92.19,0.0,0.0,72.78,3.43,35.65,37.16,2.98,32.48,34.75,1,1,0,0,1,0
92.9,92.92,0.0,0.0,85.03,3.76,33.76,36.77,2.98,32.27,32.86,1,1,0,0,1,0
87.43,87.45,0.0,0.0,0.0,4.24,43.78,39.64,2.98,32.12,29.57,1,1,0,0,0,0
112.02,0.0,0.0,35.78,0.0,4.5,38.75,26.31,2.99,22.58,30.81,1,0,0,1,0,0
111.83,0.0,0.0,36.3,0.0,4.43,38.8,26.42,2.99,22.81,28.93,1,0,0,1,0,0
112.94,0.0,0.0,36.24,0.0,4.39,38.32,25.8,2.99,22.34,28.39,1,0,0,1,0,0
113.82,0.0,0.0,35.36,0.0,4.27,37.89,25.3,2.99,22.02,27.9,1,0,0,1,0,0
113.04,0.0,0.0,37.22,0.0,4.18,38.32,25.74,2.99,28.23,24.39,1,0,0,1,0,0
112.39,0.0,0.0,0.0,0.0,4.17,38.58,26.11,2.99,29.08,23.66,1,0,0,0,0,0
112.7,0.0,0.0,0.0,0.0,4.24,38.48,25.93,2.99,29.01,22.93,1,0,0,0,0,0
117.09,0.0,0.0,0.0,98.02,4.08,28.24,23.42,2.99,26.99,27.34,1,0,0,0,1,0
116.75,0.0,0.0,0.0,98.2,3.69,28.38,23.62,2.99,27.15,27.48,1,0,0,0,1,0
117.54,0.0,0.0,36.98,86.45,3.34,29.39,23.17,2.99,25.82,28.49,1,0,0,1,1,0
119.19,0.0,0.0,34.45,77.65,2.94,29.28,22.21,2.99,19.02,28.38,1,0,0,1,1,0
118.19,0.0,0.0,34.67,61.67,2.51,31.5,22.79,2.99,19.5,30.6,1,0,0,1,1,0
118.41,0.0,0.0,34.19,57.08,2.17,31.76,22.67,2.99,19.43,30.86,1,0,0,1,1,0
121.11,0.0,0.0,34.34,61.01,1.8,29.81,21.1,2.99,17.85,28.91,1,0,0,1,1,0
121.86,0.0,0.0,34.27,55.79,1.37,29.81,20.66,2.99,17.34,28.91,1,0,0,1,1,0
120.78,0.0,0.0,0.0,66.42,1.01,29.54,21.3,2.99,24.37,28.64,1,0,0,0,1,0
98.7,98.72,0.0,0.0,81.5,0.91,29.83,33.67,2.97,25.68,28.93,1,1,0,0,1,0
97.16,0.0,97.16,35.17,88.07,2.89,30.38,34.5,2.97,20.94,29.48,1,0,1,1,1,1
96.27,0.0,96.27,34.72,90.68,2.71,30.45,34.98,2.98,21.25,29.55,1,0,1,1,1,1
95.17,0.0,95.17,0.0,95.47,2.69,30.69,35.56,2.98,30.76,29.79,1,0,1,0,1,1
94.35,0.0,94.35,0.0,90.42,2.89,31.94,36.0,2.98,31.21,31.04,1,0,1,0,1,1
93.69,0.0,93.69,0.0,70.64,3.14,34.63,36.35,2.98,28.84,33.73,1,0,1,0,1,1
93.39,0.0,93.39,0.0,85.56,3.34,33.06,36.51,2.98,29.08,32.16,1,0,1,0,1,1
93.17,0.0,93.17,0.0,85.94,3.56,33.44,36.63,2.98,32.06,32.54,1,0,1,0,1,1
115.26,0.0,0.0,37.45,50.59,3.59,34.47,24.48,2.99,27.12,33.57,1,0,0,1,1,1
114.43,0.0,0.0,35.79,0.0,3.52,37.37,24.95,2.99,21.11,29.93,1,0,0,1,0,0
114.84,0.0,0.0,35.65,0.0,3.38,37.15,24.72,2.99,21.02,29.41,1,0,0,1,0,0
114.43,0.0,0.0,35.3,0.0,3.22,37.28,24.95,2.99,21.25,28.89,1,0,0,1,0,0
114.76,0.0,0.0,34.79,0.0,3.12,37.11,24.76,2.99,21.3,25.33,1,0,0,1,0,0
114.89,0.0,0.0,34.34,0.0,3.0,37.02,24.69,2.99,21.27,24.76,1,0,0,1,0,0
114.46,0.0,0.0,0.0,0.0,3.01,37.31,24.93,2.99,27.9,23.87,1,0,0,0,0,0
113.85,0.0,0.0,0.0,0.0,3.05,37.58,25.28,2.99,28.14,23.06,1,0,0,0,0,0
118.12,0.0,0.0,0.0,95.16,3.14,27.92,22.83,2.99,26.31,27.02,1,0,0,0,1,0
117.71,0.0,0.0,37.22,87.38,2.84,29.1,23.07,2.99,25.6,28.2,1,0,0,1,1,0
118.47,0.0,0.0,36.74,82.52,2.52,29.23,22.63,2.99,25.2,28.33,1,0,0,1,1,0
119.88,0.0,0.0,34.63,74.39,2.11,29.14,21.82,2.99,18.53,28.24,1,0,0,1,1,0
120.59,0.0,0.0,34.09,52.74,1.72,30.87,21.4,2.99,18.15,29.97,1,0,0,1,1,0
120.98,0.0,0.0,34.17,64.0,1.32,29.51,21.18,2.99,17.87,28.61,1,0,0,1,1,0
99.17,99.19,0.0,34.96,76.46,0.92,30.07,33.41,2.97,18.76,29.17,1,1,0,1,1,0
99.95,99.97,0.0,34.54,76.58,0.78,29.58,32.99,2.97,18.45,28.68,1,1,0,1,1,0
99.45,99.47,0.0,34.51,78.83,0.59,29.52,33.26,2.97,18.68,28.62,1,1,0,1,1,0
99.25,99.27,0.0,0.0,80.71,0.52,29.5,33.37,2.97,25.31,28.6,1,1,0,0,1,0
98.01,98.03,0.0,0.0,85.64,0.52,29.51,34.04,2.97,25.83,28.61,1,1,0,0,1,0
97.58,97.6,0.0,0.0,87.34,0.63,29.57,34.27,2.97,26.14,28.67,1,1,0,0,1,0
96.93,96.95,0.0,0.0,82.64,0.76,30.6,34.62,2.98,26.55,29.7,1,1,0,0,1,0
96.19,96.21,0.0,36.05,83.1,0.9,30.99,35.02,2.98,26.07,30.09,1,1,0,1,1,0
96.08,96.1,0.0,35.57,63.66,1.14,33.39,35.08,2.98,26.33,32.49,1,1,0,1,1,0
95.67,95.69,0.0,34.02,60.6,1.28,33.78,35.3,2.98,20.74,32.88,1,1,0,1,1,0
95.7,95.72,0.0,0.0,76.5,1.43,32.27,35.28,2.98,27.07,31.37,1,1,0,0,1,0
97.0,97.02,0.0,0.0,70.56,1.63,32.28,34.59,2.98,26.71,31.38,1,1,0,0,1,0
97.38,97.39,0.0,0.0,68.0,1.73,32.41,34.38,2.97,26.63,31.51,1,1,0,0,1,0
97.18,97.2,0.0,0.0,67.64,1.79,32.58,34.49,2.97,26.8,31.68,1,1,0,0,1,0
97.65,97.67,0.0,35.01,69.08,1.73,32.05,34.24,2.97,20.19,31.15,1,1,0,1,1,0
97.68,97.7,0.0,37.09,70.77,1.75,31.94,34.22,2.97,25.79,31.04,1,1,0,1,1,0
97.21,97.23,0.0,34.95,64.75,1.69,32.71,34.47,2.97,19.97,31.81,1,1,0,1,1,0
97.48,97.5,0.0,34.84,69.12,1.65,32.08,34.32,2.97,19.9,31.18,1,1,0,1,1,0
97.7,97.72,0.0,34.4,69.29,1.58,31.93,34.21,2.97,19.92,31.03,1,1,0,1,1,0
96.88,96.9,0.0,0.0,69.3,1.54,32.46,34.65,2.98,26.71,31.56,1,1,0,0,1,0
96.9,96.92,0.0,0.0,68.19,1.65,32.62,34.64,2.98,26.77,31.72,1,1,0,0,1,0
96.65,96.67,0.0,0.0,68.02,1.76,32.81,34.77,2.98,26.97,31.91,1,1,0,0,1,0
93.52,93.54,0.0,0.0,0.0,1.91,39.59,36.44,2.98,28.33,31.69,1,1,0,0,0,0
92.87,92.88,0.0,36.36,0.0,2.16,39.68,36.79,2.98,21.56,29.73,1,1,0,1,0,0
94.73,94.75,0.0,35.87,0.0,2.43,38.72,35.8,2.98,20.87,29.19,1,1,0,1,0,0
93.49,93.51,0.0,36.05,0.0,2.57,39.44,36.46,2.98,21.37,25.55,1,1,0,1,0,0
93.52,93.53,0.0,35.71,0.0,2.77,39.49,36.45,2.98,21.62,24.8,1,1,0,1,0,0
91.94,91.96,0.0,35.85,0.0,2.96,40.43,37.28,2.98,22.56,24.02,1,1,0,1,0,0
89.43,89.45,0.0,35.19,0.0,3.23,41.97,38.59,2.98,24.01,23.48,1,1,0,1,0,0
88.62,88.63,0.0,0.0,0.0,3.59,42.94,39.02,2.98,31.58,22.75,1,1,0,0,0,0
93.77,93.79,0.0,0.0,104.01,3.76,30.6,36.31,2.98,31.82,29.7,1,1,0,0,1,0
93.34,93.35,0.0,0.0,102.96,3.96,31.07,36.54,2.98,32.09,30.17,1,1,0,0,1,0
93.73,93.75,0.0,0.0,80.09,4.15,33.78,36.33,2.98,29.3,32.88,1,1,0,0,1,0
93.32,93.34,0.0,0.0,77.54,4.26,34.35,36.55,2.98,29.51,33.45,1,1,0,0,1,0
94.27,94.29,0.0,0.0,91.58,4.36,32.24,36.04,2.98,32.07,31.34,1,1,0,0,1,0
94.36,94.37,0.0,37.86,88.61,4.39,32.45,36.0,2.98,28.45,31.55,1,1,0,1,1,0
96.27,96.29,0.0,35.69,79.93,4.29,32.34,34.98,2.98,21.27,31.44,1,1,0,1,1,0
95.11,95.13,0.0,35.62,81.47,4.06,32.73,35.6,2.98,21.84,31.83,1,1,0,1,1,0
95.25,95.27,0.0,35.54,85.57,3.91,32.08,35.52,2.98,21.76,31.18,1,1,0,1,1,0
95.59,95.61,0.0,35.57,84.04,3.78,32.06,35.34,2.98,21.7,31.16,1,1,0,1,1,0
95.18,95.2,0.0,35.16,85.47,3.63,32.05,35.56,2.98,21.92,31.15,1,1,0,1,1,0
95.56,95.58,0.0,0.0,75.07,3.66,33.28,35.36,2.98,28.43,32.38,1,1,0,0,1,0
95.18,95.2,0.0,0.0,82.6,3.67,32.53,35.56,2.98,28.47,31.63,1,1,0,0,1,0
94.93,94.95,0.0,0.0,77.52,3.71,33.3,35.69,2.98,28.68,32.4,1,1,0,0,1,0
91.72,91.74,0.0,36.27,0.0,3.96,40.84,37.4,2.98,23.11,29.51,1,1,0,1,0,0
89.54,89.56,0.0,38.44,0.0,4.23,42.45,38.54,2.98,30.29,29.02,1,1,0,1,0,0
112.85,0.0,0.0,36.01,0.0,4.51,38.39,25.84,2.99,22.14,28.46,1,0,0,1,0,0
113.45,0.0,0.0,36.07,0.0,4.37,38.08,25.51,2.99,21.82,27.92,1,0,0,1,0,0
113.69,0.0,0.0,35.96,0.0,4.21,37.92,25.37,2.99,21.64,27.42,1,0,0,1,0,0
115.46,0.0,0.0,35.45,0.0,4.04,37.02,24.36,2.99,20.82,23.88,1,0,0,1,0,0
113.84,0.0,0.0,35.58,0.0,3.78,37.72,25.29,2.99,21.65,23.2,1,0,0,1,0,0
113.37,0.0,0.0,0.0,0.0,3.69,38.01,25.55,2.99,28.65,22.55,1,0,0,0,0,0
116.37,0.0,0.0,0.0,99.5,3.34,28.37,23.84,2.99,27.34,27.47,1,0,0,0,1,0
116.41,0.0,0.0,0.0,98.02,3.05,28.51,23.82,2.99,27.24,27.61,1,0,0,0,1,0
115.4,0.0,0.0,0.0,92.62,2.87,29.88,24.39,2.99,30.17,28.98,1,0,0,0,1,0
115.66,0.0,0.0,36.3,70.48,2.77,32.17,24.25,2.99,26.86,31.27,1,0,0,1,1,0
116.37,0.0,0.0,34.62,63.86,2.54,32.27,23.84,2.99,20.8,31.37,1,0,0,1,1,0
118.38,0.0,0.0,34.48,70.88,2.28,30.41,22.68,2.99,19.84,29.51,1,0,0,1,1,0
117.42,0.0,0.0,36.57,73.87,1.95,30.71,23.24,2.99,25.72,29.81,1,0,0,1,1,0
117.93,0.0,0.0,36.08,52.58,1.78,32.52,22.94,2.99,25.53,31.62,1,0,0,1,1,0
118.33,0.0,0.0,0.0,64.67,1.62,31.16,22.71,2.99,25.74,30.26,1,0,0,0,1,0
118.58,0.0,0.0,0.0,62.18,1.41,31.23,22.57,2.99,25.6,30.33,1,0,0,0,1,0
119.28,0.0,0.0,0.0,63.48,1.2,30.69,22.17,2.99,25.2,29.79,1,0,0,0,1,0
97.5,97.52,0.0,34.99,77.14,0.93,30.85,34.32,2.97,19.63,29.95,1,1,0,1,1,0
98.25,98.27,0.0,35.32,75.3,0.93,30.71,33.91,2.97,19.8,29.81,1,1,0,1,1,0
98.3,98.32,0.0,34.84,75.67,0.86,30.61,33.88,2.97,19.58,29.71,1,1,0,1,1,0
98.19,98.2,0.0,36.74,77.1,0.81,30.56,33.95,2.97,25.11,29.66,1,1,0,1,1,0
97.95,97.97,0.0,36.74,74.02,0.87,31.07,34.07,2.97,25.22,30.17,1,1,0,1,1,0
97.54,97.56,0.0,34.79,73.04,0.85,31.27,34.29,2.97,19.49,30.37,1,1,0,1,1,0
98.3,98.32,0.0,34.46,69.19,0.86,31.36,33.88,2.97,19.35,30.46,1,1,0,1,1,0
99.11,99.13,0.0,0.0,65.95,0.91,31.46,33.45,2.97,25.48,30.56,1,1,0,0,1,0
97.36,97.38,0.0,0.0,71.11,0.9,31.79,34.39,2.97,26.21,30.89,1,1,0,0,1,0
98.12,98.14,0.0,0.0,67.11,1.04,31.87,33.98,2.97,25.9,30.97,1,1,0,0,1,0
98.71,98.73,0.0,35.53,67.95,1.03,31.35,33.66,2.97,18.92,30.45,1,1,0,1,1,0
98.77,98.79,0.0,34.92,68.83,0.92,31.19,33.63,2.97,19.12,30.29,1,1,0,1,1,0
98.22,98.24,0.0,35.15,71.64,0.82,31.11,33.93,2.97,19.57,30.21,1,1,0,1,1,0
98.07,98.09,0.0,34.66,72.83,0.77,31.02,34.01,2.97,19.83,30.12,1,1,0,1,1,0
97.06,97.08,0.0,36.36,78.18,0.75,31.04,34.55,2.97,25.58,30.14,1,1,0,1,1,0
95.81,95.83,0.0,36.12,59.95,0.94,33.89,35.22,2.98,26.27,32.99,1,1,0,1,1,0
95.9,95.92,0.0,0.0,73.4,1.2,32.46,35.17,2.98,26.95,31.56,1,1,0,0,1,0
95.3,95.32,0.0,0.0,74.44,1.4,32.76,35.5,2.98,27.31,31.86,1,1,0,0,1,0
94.04,94.06,0.0,0.0,60.82,1.64,35.11,36.17,2.98,28.23,34.21,1,1,0,0,1,0
87.75,87.77,0.0,0.0,0.0,2.19,43.56,39.47,2.98,34.35,31.69,1,1,0,0,0,0
91.79,91.8,0.0,0.0,0.0,2.8,40.83,37.36,2.98,29.35,29.48,1,1,0,0,0,0
92.98,93.0,0.0,36.15,0.0,3.1,39.88,36.73,2.98,21.77,28.97,1,1,0,1,0,0
92.64,92.65,0.0,36.21,0.0,3.3,40.13,36.91,2.98,22.06,25.53,1,1,0,1,0,0
92.34,92.36,0.0,36.47,0.0,3.5,40.34,37.07,2.98,22.15,24.77,1,1,0,1,0,0
91.51,91.53,0.0,36.2,0.0,3.7,40.87,37.51,2.98,22.75,24.23,1,1,0,1,0,0
91.47,91.49,0.0,35.25,0.0,3.94,40.98,37.53,2.98,23.4,23.6,1,1,0,1,0,0
92.02,92.04,0.0,35.46,0.0,4.17,40.73,37.23,2.98,23.05,22.53,1,1,0,1,0,0
94.75,94.77,0.0,0.0,102.91,4.06,30.16,35.79,2.98,28.94,29.26,1,1,0,0,1,0
94.65,94.67,0.0,0.0,100.64,4.04,30.53,35.84,2.98,29.03,29.63,1,1,0,0,1,0
94.78,94.8,0.0,0.0,98.47,4.08,30.91,35.77,2.98,31.71,30.01,1,1,0,0,1,0
94.8,94.82,0.0,0.0,96.13,4.18,31.26,35.76,2.98,31.79,30.36,1,1,0,0,1,0
95.4,95.42,0.0,35.93,72.88,4.04,33.61,35.44,2.98,21.65,32.71,1,1,0,1,1,0
96.08,96.1,0.0,35.8,85.33,3.88,31.64,35.08,2.98,21.26,30.74,1,1,0,1,1,0
96.71,96.72,0.0,35.7,86.6,3.69,31.06,34.74,2.98,20.88,30.16,1,1,0,1,1,0
97.19,97.21,0.0,35.43,84.2,3.47,31.02,34.48,2.97,20.65,30.12,1,1,0,1,1,0
96.68,96.7,0.0,35.41,86.08,3.24,31.01,34.76,2.98,20.93,30.11,1,1,0,1,1,0
95.72,95.74,0.0,35.19,89.4,3.06,31.04,35.27,2.98,21.45,30.14,1,1,0,1,1,0
95.53,95.55,0.0,34.72,89.46,2.97,31.1,35.37,2.98,21.85,30.2,1,1,0,1,1,0
95.04,95.06,0.0,0.0,84.62,3.02,32.12,35.63,2.98,28.35,31.22,1,1,0,0,1,0
93.94,93.95,0.0,0.0,87.35,3.16,32.67,36.22,2.98,31.54,31.77,1,1,0,0,1,0
92.31,92.33,0.0,0.0,72.6,3.43,35.58,37.08,2.98,32.42,34.68,1,1,0,0,1,0
93.17,93.19,0.0,0.0,65.44,3.73,35.66,36.63,2.98,29.25,34.76,1,1,0,0,1,0
88.34,88.35,0.0,0.0,0.0,4.11,43.21,39.17,2.98,31.68,29.77,1,1,0,0,0,0
112.03,0.0,0.0,35.69,0.0,4.5,38.75,26.31,2.99,22.97,29.27,1,0,0,1,0,0
112.19,0.0,0.0,37.74,0.0,4.5,38.77,26.22,2.99,28.58,28.73,1,0,0,1,0,0
113.02,0.0,0.0,35.39,0.0,4.52,38.32,25.75,2.99,22.13,30.02,1,0,0,1,0,0
113.64,0.0,0.0,35.64,0.0,4.37,37.99,25.4,2.99,21.76,25.16,1,0,0,1,0,0
112.75,0.0,0.0,35.29,0.0,4.19,38.34,25.9,2.99,22.21,24.44,1,0,0,1,0,0
113.1,0.0,0.0,0.0,0.0,4.14,38.29,25.7,2.99,28.73,23.61,1,0,0,0,0,0
113.08,0.0,0.0,0.0,0.0,4.14,38.3,25.72,2.99,28.9,22.92,1,0,0,0,0,0
116.62,0.0,0.0,0.0,99.62,3.98,28.29,23.69,2.99,27.18,27.39,1,0,0,0,1,0
116.78,0.0,0.0,0.0,97.84,3.63,28.4,23.61,2.99,27.05,27.5,1,0,0,0,1,0
118.06,0.0,0.0,34.92,82.9,3.24,29.36,22.87,2.99,19.87,28.46,1,0,0,1,1,0
118.39,0.0,0.0,35.04,79.47,2.83,29.52,22.68,2.99,19.67,28.62,1,0,0,1,1,0
118.98,0.0,0.0,34.45,75.13,2.44,29.63,22.34,2.99,19.35,28.73,1,0,0,1,1,0
118.54,0.0,0.0,36.67,75.68,2.12,29.94,22.59,2.99,25.12,29.04,1,0,0,1,1,0
120.11,0.0,0.0,34.19,66.43,1.79,29.82,21.68,2.99,18.42,28.92,1,0,0,1,1,0
121.59,0.0,0.0,34.09,57.9,1.4,29.78,20.83,2.99,17.5,28.88,1,0,0,1,1,0
121.15,0.0,0.0,0.0,66.48,1.05,29.33,21.08,2.99,24.11,28.43,1,0,0,0,1,0
98.64,98.66,0.0,0.0,83.2,0.95,29.66,33.7,2.97,25.64,28.76,1,1,0,0,1,0
98.0,98.02,0.0,34.91,84.85,0.95,29.66,34.05,2.97,19.45,28.76,1,1,0,1,1,0
97.57,97.59,0.0,34.49,86.01,0.89,29.7,34.28,2.97,20.05,28.8,1,1,0,1,1,0
97.11,97.13,0.0,34.25,75.82,0.9,31.19,34.52,2.97,20.32,30.29,1,1,0,1,1,0
95.86,95.88,0.0,34.06,63.91,0.98,33.26,35.2,2.98,21.03,32.36,1,1,0,1,1,0
94.86,94.88,0.0,0.0,84.78,1.16,31.96,35.73,2.98,30.15,31.06,1,1,0,0,1,0
94.57,94.58,0.0,0.0,84.09,1.49,32.31,35.89,2.98,30.45,31.41,1,1,0,0,1,0
94.7,94.72,0.0,0.0,62.28,1.84,34.59,35.82,2.98,27.76,33.69,1,1,0,0,1,0
95.54,95.56,0.0,0.0,72.63,2.08,33.01,35.37,2.98,27.5,32.11,1,1,0,0,1,0
90.61,90.63,0.0,0.0,0.0,2.27,41.43,37.98,2.98,30.04,29.88,1,1,0,0,0,0
89.38,89.4,0.0,0.0,0.0,2.78,42.66,38.62,2.98,33.82,29.36,1,1,0,0,0,0
93.02,93.04,0.0,36.13,0.0,3.17,39.87,36.71,2.98,21.78,28.82,1,1,0,1,0,0
92.28,92.3,0.0,35.99,0.0,3.36,40.34,37.1,2.98,22.24,25.5,1,1,0,1,0,0
93.1,93.12,0.0,36.2,0.0,3.57,39.95,36.66,2.98,21.88,24.66,1,1,0,1,0,0
92.51,92.53,0.0,35.97,0.0,3.73,40.32,36.98,2.98,22.26,23.88,1,1,0,1,0,0
92.44,92.46,0.0,36.03,0.0,3.91,40.42,37.01,2.98,22.52,23.14,1,1,0,1,0,0
96.53,96.55,0.0,35.29,106.73,4.08,28.4,34.84,2.98,21.18,27.5,1,1,0,1,1,0
97.07,97.09,0.0,34.99,103.51,3.82,28.48,34.55,2.97,20.81,27.58,1,1,0,1,1,0
96.24,96.26,0.0,0.0,97.29,3.65,30.06,34.99,2.98,28.03,29.16,1,1,0,0,1,0
96.42,96.44,0.0,0.0,94.42,3.54,30.33,34.9,2.98,27.93,29.43,1,1,0,0,1,0
96.22,96.23,0.0,0.0,92.45,3.44,30.67,35.01,2.98,27.98,29.77,1,1,0,0,1,0
97.07,97.09,0.0,35.82,86.55,3.26,30.72,34.55,2.97,20.47,29.82,1,1,0,1,1,0
96.57,96.59,0.0,35.69,85.79,3.05,31.04,34.81,2.98,20.7,30.14,1,1,0,1,1,0
96.41,96.43,0.0,35.78,90.17,2.9,30.5,34.9,2.98,20.8,29.6,1,1,0,1,1,0
96.91,96.93,0.0,35.3,87.7,2.76,30.51,34.63,2.98,20.7,29.61,1,1,0,1,1,0
96.64,96.66,0.0,35.09,88.14,2.61,30.55,34.78,2.98,20.82,29.65,1,1,0,1,1,0
96.14,96.16,0.0,35.1,89.3,2.48,30.62,35.04,2.98,20.92,29.72,1,1,0,1,1,0
95.95,95.97,0.0,34.28,78.22,2.42,32.1,35.15,2.98,21.37,31.2,1,1,0,1,1,0
94.36,94.38,0.0,0.0,68.14,2.54,34.36,35.99,2.98,28.54,33.46,1,1,0,0,1,0
94.31,94.33,0.0,0.0,84.89,2.7,32.65,36.02,2.98,31.16,31.75,1,1,0,0,1,0
92.31,92.32,0.0,0.0,89.98,2.96,33.3,37.09,2.98,32.08,32.4,1,1,0,0,1,0
92.6,92.61,0.0,0.0,68.21,3.36,35.88,36.93,2.98,32.3,34.98,1,1,0,0,1,0
89.6,89.62,0.0,0.0,0.0,3.81,42.37,38.51,2.98,30.82,29.95,1,1,0,0,0,0
91.57,91.59,0.0,36.27,0.0,4.1,40.95,37.47,2.98,22.83,29.43,1,1,0,1,0,0
92.25,92.27,0.0,36.37,0.0,4.31,40.64,37.12,2.98,22.58,28.89,1,1,0,1,0,0
91.85,91.87,0.0,36.04,0.0,4.46,40.91,37.33,2.98,23.08,28.37,1,1,0,1,0,0
112.21,0.0,0.0,35.42,0.0,4.38,38.63,26.21,2.99,22.69,24.81,1,0,0,1,0,0
112.29,0.0,0.0,35.3,0.0,4.31,38.58,26.17,2.99,22.75,24.09,1,0,0,1,0,0
111.07,0.0,0.0,0.0,0.0,4.3,39.21,26.86,2.99,29.53,23.43,1,0,0,0,0,0
111.95,0.0,0.0,0.0,0.0,4.44,38.87,26.35,2.99,29.48,22.63,1,0,0,0,0,0
116.68,0.0,0.0,0.0,98.96,4.15,28.37,23.66,2.99,27.22,27.47,1,0,0,0,1,0
117.27,0.0,0.0,37.33,87.72,3.83,29.45,23.32,2.99,26.0,28.55,1,0,0,1,1,0
118.56,0.0,0.0,34.87,80.2,3.42,29.41,22.58,2.99,19.39,28.51,1,0,0,1,1,0
119.31,0.0,0.0,34.65,75.29,2.98,29.49,22.15,2.99,18.94,28.59,1,0,0,1,1,0
118.88,0.0,0.0,34.68,56.39,2.58,31.64,22.4,2.99,19.08,30.74,1,0,0,1,1,0
119.89,0.0,0.0,34.57,66.23,2.18,30.03,21.81,2.99,18.69,29.13,1,0,0,1,1,0
