DATETIME,L_T1,L_T2,L_T3,L_T4,L_T5,L_T6,L_T7,F_PU1,S_PU1,F_PU2,S_PU2,F_PU3,S_PU3,F_PU4,S_PU4,F_PU5,S_PU5,F_PU6,S_PU6,F_PU7,S_PU7,F_PU8,S_PU8,F_PU9,S_PU9,F_PU10,S_PU10,F_PU11,S_PU11,F_V2,S_V2,P_J280,P_J269,P_J300,P_J256,P_J289,P_J415,P_J302,P_J306,P_J307,P_J317,P_J14,P_J422,ATT_FLAG
2016-05-17 04:00:00,2.7564725457570716,2.7875707154742098,3.655540765391015,2.94765391014975,3.608485856905158,5.5,2.530249584026622,93.59613976705491,1.0,93.60782029950083,1.0,0.0,0.0,34.28514143094842,1.0,0.0,0.0,0.0,0.0,48.14613976705491,1.0,35.239833610648915,1.0,0.0,0.0,30.936139767054907,1.0,0.0,0.0,0.0,0.0,2.98,36.403610648918466,22.666139767054908,85.96367720465891,22.726139767054907,83.59041597337772,21.652013311148085,83.20066555740434,21.53369384359401,68.45216306156406,39.44024958402662,24.42277870216306,-999.0
2016-05-17 05:00:00,2.756239600665557,2.786655574043261,3.656189683860233,2.946838602329451,3.6086688851913475,5.5,2.530549084858569,93.59550748752079,1.0,93.60720465890184,1.0,0.0,0.0,34.28331114808652,1.0,0.0,0.0,0.0,0.0,48.145507487520796,1.0,35.23963394342762,1.0,0.0,0.0,30.9355074875208,1.0,0.0,0.0,0.0,0.0,2.98,36.40394342762063,22.6655074875208,85.96608985024959,22.725507487520797,83.59091514143095,21.65242928452579,83.20146422628952,21.534126455906822,68.45475873544093,39.44054908485857,24.422113144758733,-999.0
2016-05-17 06:00:00,2.7560066555740432,2.7857404326123127,3.656838602329451,2.946023294509151,3.608851913477537,5.5,2.530848585690516,93.59487520798669,1.0,93.60658901830283,1.0,0.0,0.0,34.28148086522462,1.0,0.0,0.0,0.0,0.0,48.144875207986686,1.0,35.239434276206325,1.0,0.0,0.0,30.93487520798669,1.0,0.0,0.0,0.0,0.0,2.98,36.40427620632279,22.66487520798669,85.96850249584027,22.72487520798669,83.5914143094842,21.652845257903493,83.20226289517471,21.534559068219632,68.4573544093178,39.44084858569051,24.421447587354407,-999.0
2016-05-17 07:00:00,2.755773710482529,2.7848252911813645,3.657487520798669,2.945207986688852,3.609034941763727,5.5,2.5311480865224625,93.59424292845257,1.0,93.60597337770383,1.0,0.0,0.0,34.27965058236273,1.0,0.0,0.0,0.0,0.0,48.14424292845258,1.0,35.23923460898502,1.0,0.0,0.0,30.93424292845258,1.0,0.0,0.0,0.0,0.0,2.98,36.40460898502496,22.66424292845258,85.97091514143095,22.72424292845258,83.59191347753745,21.6532612312812,83.20306156405991,21.534991680532446,68.45995008319467,39.44114808652246,24.420782029950082,-999.0
2016-05-17 08:00:00,2.755540765391015,2.7839101497504157,3.658136439267887,2.944392678868552,3.6092179700499165,5.5,2.5314475873544096,93.59361064891847,1.0,93.60535773710482,1.0,0.0,0.0,34.27782029950083,1.0,0.0,0.0,0.0,0.0,48.14361064891847,1.0,35.23903494176373,1.0,0.0,0.0,30.93361064891847,1.0,0.0,0.0,0.0,0.0,2.98,36.404941763727116,22.66361064891847,85.97332778702163,22.72361064891847,83.59241264559068,21.6536772046589,83.20386023294509,21.535424292845256,68.46254575707155,39.44144758735441,24.420116472545757,-999.0
2016-05-17 09:00:00,2.7553078202995005,2.7829950083194674,3.658785357737105,2.943577371048253,3.6094009983361066,5.5,2.531747088186356,93.59297836938435,1.0,93.60474209650583,1.0,0.0,0.0,34.275990016638936,1.0,0.0,0.0,0.0,0.0,48.14297836938436,1.0,35.238835274542424,1.0,0.0,0.0,30.932978369384358,1.0,0.0,0.0,0.0,0.0,2.98,36.40527454242928,22.66297836938436,85.97574043261231,22.722978369384357,83.59291181364394,21.654093178036604,83.20465890183029,21.53585690515807,68.46514143094842,39.441747088186354,24.41945091514143,-999.0
2016-05-17 10:00:00,2.7550748752079866,2.782079866888519,3.659434276206323,2.942762063227953,3.6095840266222963,5.5,2.532046589018303,93.59234608985025,1.0,93.60412645590682,1.0,0.0,0.0,34.27415973377704,1.0,0.0,0.0,0.0,0.0,48.14234608985025,1.0,35.23863560732113,1.0,0.0,0.0,30.93234608985025,1.0,0.0,0.0,0.0,0.0,2.98,36.40560732113145,22.66234608985025,85.978153078203,22.722346089850248,83.59341098169718,21.65450915141431,83.20545757071548,21.53628951747088,68.46773710482529,39.442046589018304,24.418785357737104,-999.0
2016-05-17 11:00:00,2.7548419301164726,2.7811647254575704,3.6600831946755408,2.941946755407654,3.609767054908486,5.5,2.5323460898502494,93.59171381031614,1.0,93.60351081530781,1.0,0.0,0.0,34.27232945091514,1.0,0.0,0.0,0.0,0.0,48.14171381031614,1.0,35.23843594009983,1.0,0.0,0.0,30.93171381031614,1.0,0.0,0.0,0.0,0.0,2.98,36.40594009983361,22.66171381031614,85.98056572379367,22.72171381031614,83.59391014975043,21.654925124792012,83.20625623960066,21.536722129783694,68.47033277870216,39.44234608985025,24.41811980033278,-999.0
2016-05-17 12:00:00,2.754608985024958,2.780249584026622,3.6607321131447588,2.9411314475873542,3.6099500831946756,5.5,2.5326455906821965,93.59108153078203,1.0,93.60289517470882,1.0,0.0,0.0,34.27049916805324,1.0,0.0,0.0,0.0,0.0,48.14108153078203,1.0,35.23823627287853,1.0,0.0,0.0,30.93108153078203,1.0,0.0,0.0,0.0,0.0,2.98,36.40627287853577,22.66108153078203,85.98297836938436,22.72108153078203,83.59440931780367,21.655341098169718,83.20705490848586,21.537154742096504,68.47292845257903,39.4426455906822,24.41745424292845,-999.0
2016-05-17 13:00:00,2.7543760399334443,2.779334442595674,3.6613810316139768,2.940316139767055,3.6101331114808652,5.5,2.532945091514143,93.59044925124792,1.0,93.60227953410981,1.0,0.0,0.0,34.268668885191346,1.0,0.0,0.0,0.0,0.0,48.14044925124792,1.0,35.238036605657236,1.0,0.0,0.0,30.93044925124792,1.0,0.0,0.0,0.0,0.0,2.98,36.40660565723793,22.660449251247922,85.98539101497504,22.72044925124792,83.5949084858569,21.65575707154742,83.20785357737105,21.537587354409318,68.47552412645591,39.44294509151414,24.416788685524125,-999.0
2016-05-17 14:00:00,2.75414309484193,2.7784193011647256,3.6620299500831948,2.9395008319467553,3.610316139767055,5.5,2.53324459234609,93.5898169717138,1.0,93.60166389351082,1.0,0.0,0.0,34.26683860232945,1.0,0.0,0.0,0.0,0.0,48.13981697171381,1.0,35.23783693843594,1.0,0.0,0.0,30.929816971713812,1.0,0.0,0.0,0.0,0.0,2.98,36.4069384359401,22.65981697171381,85.98780366056572,22.71981697171381,83.59540765391016,21.656173044925126,83.20865224625624,21.53801996672213,68.47811980033278,39.44324459234609,24.4161231281198,-999.0
2016-05-17 15:00:00,2.753910149750416,2.777504159733777,3.6626788685524123,2.9386855241264556,3.6104991680532446,5.5,2.533544093178037,93.5891846921797,1.0,93.60104825291181,1.0,0.0,0.0,34.265008319467555,1.0,0.0,0.0,0.0,0.0,48.139184692179704,1.0,35.23763727121464,1.0,0.0,0.0,30.9291846921797,1.0,0.0,0.0,0.0,0.0,2.98,36.40727121464226,22.6591846921797,85.99021630615641,22.7191846921797,83.5959068219634,21.656589018302828,83.20945091514143,21.538452579034942,68.48071547420965,39.44354409317803,24.41545757071547,-999.0
2016-05-17 16:00:00,2.7536772046589015,2.7765890183028286,3.6633277870216303,2.9378702163061563,3.610682196339434,5.5,2.5338435940099835,93.58855241264558,1.0,93.60043261231282,1.0,0.0,0.0,34.26317803660566,1.0,0.0,0.0,0.0,0.0,48.13855241264559,1.0,35.23743760399334,1.0,0.0,0.0,30.92855241264559,1.0,0.0,0.0,0.0,0.0,2.98,36.40760399334442,22.65855241264559,85.9926289517471,22.71855241264559,83.59640599001665,21.65700499168053,83.21024958402663,21.538885191347752,68.48331114808651,39.443843594009984,24.414792013311146,-999.0
2016-05-17 17:00:00,2.7534442595673876,2.7756738768718803,3.6639767054908483,2.9370549084858566,3.610865224625624,5.5,2.53414309484193,93.58792013311148,1.0,93.5998169717138,1.0,0.0,0.0,34.261347753743756,1.0,0.0,0.0,0.0,0.0,48.13792013311148,1.0,35.23723793677205,1.0,0.0,0.0,30.92792013311148,1.0,0.0,0.0,0.0,0.0,2.98,36.40793677204659,22.65792013311148,85.99504159733777,22.71792013311148,83.59690515806989,21.657420965058236,83.21104825291182,21.539317803660566,68.4859068219634,39.44414309484193,24.41412645590682,-999.0
2016-05-17 18:00:00,2.753211314475873,2.7747587354409315,3.6646256239600663,2.9362396006655573,3.6110482529118135,5.5,2.5344425956738768,93.58728785357737,1.0,93.59920133111481,1.0,0.0,0.0,34.25951747088186,1.0,0.0,0.0,0.0,0.0,48.13728785357737,1.0,35.237038269550744,1.0,0.0,0.0,30.927287853577372,1.0,0.0,0.0,0.0,0.0,2.98,36.40826955074875,22.657287853577373,85.99745424292846,22.71728785357737,83.59740432612314,21.65783693843594,83.211846921797,21.539750415973376,68.48850249584027,39.44444259567388,24.413460898502496,-999.0
2016-05-17 19:00:00,2.7529783693843592,2.7738435940099833,3.6652745424292843,2.9354242928452576,3.611231281198003,5.5,2.534742096505824,93.58665557404326,1.0,93.5985856905158,1.0,0.0,0.0,34.257687188019965,1.0,0.0,0.0,0.0,0.0,48.13665557404326,1.0,35.23683860232945,1.0,0.0,0.0,30.926655574043263,1.0,0.0,0.0,0.0,0.0,2.98,36.408602329450915,22.656655574043263,85.99986688851914,22.716655574043262,83.59790349417638,21.658252911813644,83.2126455906822,21.54018302828619,68.49109816971713,39.44474209650582,24.412795341098168,-999.0
2016-05-17 20:00:00,2.7527454242928453,2.772928452579035,3.6659234608985023,2.9346089850249584,3.611414309484193,5.5,2.5350415973377705,93.58602329450915,1.0,93.59797004991681,1.0,0.0,0.0,34.25585690515807,1.0,0.0,0.0,0.0,0.0,48.13602329450915,1.0,35.236638935108154,1.0,0.0,0.0,30.92602329450915,1.0,0.0,0.0,0.0,0.0,2.98,36.408935108153074,22.65602329450915,86.00227953410982,22.71602329450915,83.59840266222962,21.658668885191346,83.2134442595674,21.540615640599,68.493693843594,39.44504159733777,24.412129783693842,-999.0
2016-05-17 21:00:00,2.752512479201331,2.7720133111480862,3.6665723793677203,2.9337936772046587,3.6115973377703825,5.5,2.535341098169717,93.58539101497504,1.0,93.5973544093178,1.0,0.0,0.0,34.25402662229617,1.0,0.0,0.0,0.0,0.0,48.13539101497504,1.0,35.23643926788685,1.0,0.0,0.0,30.92539101497504,1.0,0.0,0.0,0.0,0.0,2.98,36.40926788685524,22.65539101497504,86.0046921797005,22.71539101497504,83.59890183028287,21.659084858569052,83.21424292845258,21.541048252911814,68.49628951747088,39.44534109816971,24.411464226289517,-999.0
2016-05-17 22:00:00,2.752279534109817,2.771098169717138,3.6672212978369383,2.9329783693843594,3.611780366056572,5.5,2.5356405990016637,93.58475873544093,1.0,93.59673876871881,1.0,0.0,0.0,34.25219633943428,1.0,0.0,0.0,0.0,0.0,48.13475873544093,1.0,35.236239600665556,1.0,0.0,0.0,30.924758735440932,1.0,0.0,0.0,0.0,0.0,2.98,36.409600665557406,22.654758735440932,86.00710482529118,22.71475873544093,83.59940099833611,21.659500831946755,83.21504159733777,21.541480865224624,68.49888519134775,39.44564059900166,24.41079866888519,-999.0
2016-05-17 23:00:00,2.7520465890183026,2.7701830282861897,3.6678702163061563,2.9321630615640597,3.611963394342762,5.5,2.535940099833611,93.58412645590683,1.0,93.5961231281198,1.0,0.0,0.0,34.250366056572375,1.0,0.0,0.0,0.0,0.0,48.134126455906824,1.0,35.23603993344426,1.0,0.0,0.0,30.924126455906823,1.0,0.0,0.0,0.0,0.0,2.98,36.409933444259565,22.654126455906823,86.00951747088186,22.714126455906822,83.59990016638936,21.65991680532446,83.21584026622297,21.541913477537438,68.50148086522462,39.44594009983361,24.410133111480864,-999.0
2016-05-18 00:00:00,2.7518136439267886,2.7692678868552414,3.6685191347753743,2.9313477537437604,3.6121464226289515,5.5,2.5362396006655574,93.58349417637271,1.0,93.5955074875208,1.0,0.0,0.0,34.24853577371048,1.0,0.0,0.0,0.0,0.0,48.133494176372714,1.0,35.23584026622296,1.0,0.0,0.0,30.923494176372714,1.0,0.0,0.0,0.0,0.0,2.98,36.41026622296173,22.653494176372714,86.01193011647254,22.713494176372713,83.6003993344426,21.660332778702163,83.21663893510815,21.54234608985025,68.50407653910149,39.44623960066556,24.40946755407654,-999.0
2016-05-18 01:00:00,2.7515806988352742,2.7683527454242927,3.6691680532445923,2.9305324459234607,3.6123294509151416,5.5,2.536539101497504,93.5828618968386,1.0,93.5948918469218,1.0,0.0,0.0,34.24670549084858,1.0,0.0,0.0,0.0,0.0,48.132861896838605,1.0,35.23564059900166,1.0,0.0,0.0,30.9228618968386,1.0,0.0,0.0,0.0,0.0,2.98,36.41059900166389,22.6528618968386,86.01434276206322,22.7128618968386,83.60089850249585,21.660748752079865,83.21743760399335,21.54277870216306,68.50667221297837,39.4465391014975,24.40880199667221,-999.0
2016-05-18 02:00:00,2.7513477537437603,2.7674376039933444,3.6698169717138103,2.929717138103161,3.6125124792013312,5.5,2.536838602329451,93.58222961730449,1.0,93.5942762063228,1.0,0.0,0.0,34.24487520798669,1.0,0.0,0.0,0.0,0.0,48.132229617304496,1.0,35.23544093178037,1.0,0.0,0.0,30.92222961730449,1.0,0.0,0.0,0.0,0.0,2.98,36.410931780366056,22.652229617304492,86.0167554076539,22.71222961730449,83.60139767054909,21.66116472545757,83.21823627287854,21.543211314475872,68.50926788685524,39.44683860232945,24.408136439267885,-999.0
2016-05-18 03:00:00,2.7511148086522463,2.766522462562396,3.6704658901830283,2.9289018302828618,3.612695507487521,5.5,2.5371381031613978,93.58159733777038,1.0,93.5936605657238,1.0,0.0,0.0,34.24304492512479,1.0,0.0,0.0,0.0,0.0,48.13159733777038,1.0,35.235241264559065,1.0,0.0,0.0,30.921597337770383,1.0,0.0,0.0,0.0,0.0,2.98,36.411264559068215,22.651597337770383,86.0191680532446,22.71159733777038,83.60189683860233,21.661580698835273,83.21903494176372,21.543643926788683,68.51186356073211,39.44713810316139,24.40747088186356,-999.0
2016-05-18 04:00:00,2.750881863560732,2.7656073211314474,3.6711148086522463,2.928086522462562,3.6128785357737105,5.5,2.5374376039933444,93.58096505823627,1.0,93.59304492512479,1.0,0.0,0.0,34.2412146422629,1.0,0.0,0.0,0.0,0.0,48.13096505823627,1.0,35.23504159733777,1.0,0.0,0.0,30.920965058236273,1.0,0.0,0.0,0.0,0.0,2.98,36.41159733777038,22.650965058236274,86.02158069883528,22.710965058236273,83.60239600665558,21.66199667221298,83.21983361064892,21.544076539101496,68.51445923460898,39.44743760399334,24.406805324459235,-999.0
2016-05-18 05:00:00,2.750648918469218,2.764692179700499,3.6717637271214643,2.927271214642263,3.6130615640599,5.5,2.537737104825291,93.58033277870216,1.0,93.59242928452579,1.0,0.0,0.0,34.239384359400994,1.0,0.0,0.0,0.0,0.0,48.13033277870216,1.0,35.234841930116474,1.0,0.0,0.0,30.920332778702164,1.0,0.0,0.0,0.0,0.0,2.98,36.41193011647255,22.650332778702165,86.02399334442596,22.710332778702163,83.60289517470882,21.66241264559068,83.22063227953412,21.544509151414307,68.51705490848586,39.447737104825286,24.406139767054906,-999.0
2016-05-18 06:00:00,2.7504159733777036,2.763777038269551,3.6724126455906823,2.926455906821963,3.61324459234609,5.5,2.538036605657238,93.57970049916806,1.0,93.59181364392678,1.0,0.0,0.0,34.2375540765391,1.0,0.0,0.0,0.0,0.0,48.12970049916805,1.0,35.23464226289517,1.0,0.0,0.0,30.919700499168055,1.0,0.0,0.0,0.0,0.0,2.98,36.412262895174706,22.649700499168056,86.02640599001664,22.709700499168054,83.60339434276207,21.662828618968387,83.2214309484193,21.54494176372712,68.51965058236273,39.44803660565724,24.40547420965058,-999.0
2016-05-18 07:00:00,2.7501830282861897,2.762861896838602,3.6730615640599003,2.925640599001664,3.6134276206322795,5.5,2.5383361064891847,93.57906821963394,1.0,93.59119800332779,1.0,0.0,0.0,34.2357237936772,1.0,0.0,0.0,0.0,0.0,48.12906821963394,1.0,35.234442595673876,1.0,0.0,0.0,30.919068219633942,1.0,0.0,0.0,0.0,0.0,2.98,36.41259567387687,22.649068219633943,86.02881863560732,22.70906821963394,83.60389351081531,21.66324459234609,83.22222961730449,21.54537437603993,68.5222462562396,39.44833610648918,24.404808652246256,-999.0
2016-05-18 08:00:00,2.7499500831946753,2.7619467554076538,3.673710482529118,2.924825291181364,3.613610648918469,5.5,2.5386356073211314,93.57843594009984,1.0,93.59058236272878,1.0,0.0,0.0,34.23389351081531,1.0,0.0,0.0,0.0,0.0,48.128435940099834,1.0,35.23424292845258,1.0,0.0,0.0,30.918435940099833,1.0,0.0,0.0,0.0,0.0,2.98,36.41292845257903,22.648435940099834,86.031231281198,22.708435940099832,83.60439267886856,21.66366056572379,83.22302828618969,21.545806988352744,68.52484193011647,39.44863560732113,24.404143094841928,-999.0
2016-05-18 09:00:00,2.7497171381031613,2.7610316139767055,3.674359400998336,2.924009983361065,3.613793677204659,5.5,2.5389351081530784,93.57780366056572,1.0,93.58996672212979,1.0,0.0,0.0,34.23206322795341,1.0,0.0,0.0,0.0,0.0,48.127803660565725,1.0,35.23404326123128,1.0,0.0,0.0,30.917803660565724,1.0,0.0,0.0,0.0,0.0,2.98,36.4132612312812,22.647803660565724,86.03364392678868,22.707803660565723,83.6048918469218,21.664076539101497,83.22382695507488,21.546239600665555,68.52743760399335,39.44893510815307,24.403477537437603,-999.0
2016-05-18 10:00:00,2.749484193011647,2.760116472545757,3.675008319467554,2.923194675540765,3.6139767054908485,5.5,2.539234608985025,93.57717138103162,1.0,93.58935108153078,1.0,0.0,0.0,34.230232945091515,1.0,0.0,0.0,0.0,0.0,48.127171381031616,1.0,35.23384359400998,1.0,0.0,0.0,30.917171381031615,1.0,0.0,0.0,0.0,0.0,2.98,36.413594009983356,22.647171381031615,86.03605657237937,22.707171381031614,83.60539101497504,21.6644925124792,83.22462562396007,21.54667221297837,68.53003327787022,39.44923460898502,24.402811980033277,-999.0
2016-05-18 11:00:00,2.749251247920133,2.7592013311148085,3.675657237936772,2.922379367720466,3.614159733777038,5.5,2.5395341098169717,93.5765391014975,1.0,93.58873544093179,1.0,0.0,0.0,34.22840266222961,1.0,0.0,0.0,0.0,0.0,48.12653910149751,1.0,35.23364392678869,1.0,0.0,0.0,30.916539101497506,1.0,0.0,0.0,0.0,0.0,2.98,36.41392678868552,22.646539101497506,86.03846921797005,22.706539101497505,83.6058901830283,21.664908485856905,83.22542429284526,21.54710482529118,68.53262895174709,39.44953410981697,24.40214642262895,-999.0
2016-05-18 12:00:00,2.749018302828619,2.75828618968386,3.67630615640599,2.921564059900166,3.614342762063228,5.5,2.5398336106489183,93.57590682196339,1.0,93.58811980033278,1.0,0.0,0.0,34.22657237936772,1.0,0.0,0.0,0.0,0.0,48.1259068219634,1.0,35.233444259567385,1.0,0.0,0.0,30.915906821963393,1.0,0.0,0.0,0.0,0.0,2.98,36.41425956738769,22.645906821963393,86.04088186356073,22.705906821963392,83.60638935108153,21.665324459234608,83.22622296173046,21.547537437603992,68.53522462562395,39.449833610648916,24.401480865224624,-999.0
2016-05-18 13:00:00,2.7487853577371046,2.757371048252912,3.676955074875208,2.920748752079867,3.6145257903494175,5.5,2.5401331114808654,93.57527454242928,1.0,93.58750415973378,1.0,0.0,0.0,34.22474209650582,1.0,0.0,0.0,0.0,0.0,48.12527454242929,1.0,35.23324459234609,1.0,0.0,0.0,30.915274542429284,1.0,0.0,0.0,0.0,0.0,2.98,36.41459234608985,22.645274542429284,86.04329450915141,22.705274542429283,83.60688851913478,21.665740432612314,83.22702163061564,21.547970049916803,68.53782029950084,39.450133111480866,24.4008153078203,-999.0
2016-05-18 14:00:00,2.7485524126455907,2.756455906821963,3.677603993344426,2.9199334442595672,3.614708818635607,5.5,2.540432612312812,93.57464226289517,1.0,93.58688851913477,1.0,0.0,0.0,34.222911813643925,1.0,0.0,0.0,0.0,0.0,48.12464226289517,1.0,35.233044925124794,1.0,0.0,0.0,30.914642262895175,1.0,0.0,0.0,0.0,0.0,2.98,36.41492512479201,22.644642262895175,86.04570715474209,22.704642262895174,83.60738768718802,21.666156405990016,83.22782029950083,21.548402662229616,68.5404159733777,39.45043261231281,24.400149750415974,-999.0
2016-05-18 15:00:00,2.7483194675540763,2.755540765391015,3.6782529118136438,2.9191181364392675,3.6148918469217968,5.5,2.5407321131447587,93.57400998336107,1.0,93.58627287853578,1.0,0.0,0.0,34.22108153078203,1.0,0.0,0.0,0.0,0.0,48.12400998336106,1.0,35.23284525790349,1.0,0.0,0.0,30.914009983361066,1.0,0.0,0.0,0.0,0.0,2.98,36.41525790349417,22.644009983361066,86.04811980033278,22.704009983361065,83.60788685524128,21.66657237936772,83.22861896838603,21.548835274542427,68.54301164725457,39.45073211314476,24.399484193011645,-999.0
2016-05-18 16:00:00,2.7480865224625624,2.7546256239600666,3.6789018302828618,2.9183028286189683,3.6150748752079864,5.5,2.5410316139767057,93.57337770382695,1.0,93.58565723793677,1.0,0.0,0.0,34.219251247920134,1.0,0.0,0.0,0.0,0.0,48.123377703826954,1.0,35.232645590682196,1.0,0.0,0.0,30.913377703826956,1.0,0.0,0.0,0.0,0.0,2.98,36.41559068219634,22.643377703826957,86.05053244592347,22.703377703826956,83.60838602329451,21.666988352745424,83.22941763727121,21.54926788685524,68.54560732113144,39.4510316139767,24.39881863560732,-999.0
2016-05-18 17:00:00,2.747853577371048,2.753710482529118,3.6795507487520798,2.9174875207986686,3.615257903494176,5.5,2.5413311148086524,93.57274542429285,1.0,93.58504159733778,1.0,0.0,0.0,34.21742096505823,1.0,0.0,0.0,0.0,0.0,48.122745424292845,1.0,35.232445923460894,1.0,0.0,0.0,30.912745424292847,1.0,0.0,0.0,0.0,0.0,2.98,36.4159234608985,22.642745424292848,86.05294509151415,22.702745424292846,83.60888519134775,21.667404326123126,83.23021630615641,21.54970049916805,68.54820299500832,39.45133111480865,24.398153078202995,-999.0
2016-05-18 18:00:00,2.747620632279534,2.7527953410981696,3.6801996672212978,2.9166722129783693,3.615440931780366,5.5,2.541630615640599,93.57211314475873,1.0,93.58442595673877,1.0,0.0,0.0,34.215590682196336,1.0,0.0,0.0,0.0,0.0,48.122113144758735,1.0,35.2322462562396,1.0,0.0,0.0,30.912113144758735,1.0,0.0,0.0,0.0,0.0,2.98,36.41625623960066,22.642113144758735,86.05535773710483,22.702113144758734,83.609384359401,21.667820299500832,83.2310149750416,21.550133111480864,68.5507986688852,39.451630615640596,24.397487520798666,-999.0
2016-05-18 19:00:00,2.74738768718802,2.7518801996672213,3.6808485856905158,2.9158569051580696,3.615623960066556,5.5,2.5419301164725456,93.57148086522463,1.0,93.58381031613976,1.0,0.0,0.0,34.21376039933444,1.0,0.0,0.0,0.0,0.0,48.121480865224626,1.0,35.2320465890183,1.0,0.0,0.0,30.911480865224625,1.0,0.0,0.0,0.0,0.0,2.98,36.41658901830283,22.641480865224626,86.05777038269551,22.701480865224624,83.60988352745424,21.668236272878534,83.23181364392678,21.550565723793675,68.55339434276206,39.451930116472546,24.39682196339434,-999.0
2016-05-18 20:00:00,2.7471547420965057,2.750965058236273,3.6814975041597338,2.9150415973377704,3.6158069883527455,5.5,2.5422296173044927,93.57084858569051,1.0,93.58319467554077,1.0,0.0,0.0,34.211930116472544,1.0,0.0,0.0,0.0,0.0,48.12084858569052,1.0,35.231846921797,1.0,0.0,0.0,30.910848585690516,1.0,0.0,0.0,0.0,0.0,2.98,36.41692179700499,22.640848585690517,86.06018302828619,22.700848585690515,83.6103826955075,21.66865224625624,83.23261231281198,21.55099833610649,68.55599001663893,39.45222961730449,24.396156405990016,-999.0
2016-05-18 21:00:00,2.7469217970049917,2.7500499168053243,3.6821464226289518,2.9142262895174706,3.615990016638935,5.5,2.5425291181364393,93.57021630615641,1.0,93.58257903494176,1.0,0.0,0.0,34.21009983361065,1.0,0.0,0.0,0.0,0.0,48.12021630615641,1.0,35.231647254575705,1.0,0.0,0.0,30.910216306156407,1.0,0.0,0.0,0.0,0.0,2.98,36.417254575707155,22.640216306156407,86.06259567387687,22.700216306156406,83.61088186356073,21.669068219633942,83.23341098169718,21.5514309484193,68.5585856905158,39.45252911813644,24.395490848585688,-999.0
2016-05-18 22:00:00,2.7466888519134773,2.749134775374376,3.6827953410981698,2.9134109816971714,3.616173044925125,5.5,2.542828618968386,93.5695840266223,1.0,93.58196339434276,1.0,0.0,0.0,34.20826955074875,1.0,0.0,0.0,0.0,0.0,48.1195840266223,1.0,35.23144758735441,1.0,0.0,0.0,30.909584026622298,1.0,0.0,0.0,0.0,0.0,2.98,36.417587354409314,22.6395840266223,86.06500831946755,22.699584026622297,83.61138103161399,21.669484193011648,83.23420965058237,21.551863560732112,68.56118136439268,39.45282861896838,24.394825291181363,-999.0
2016-05-18 23:00:00,2.7464559068219634,2.7482196339434277,3.6834442595673877,2.9125956738768717,3.6163560732113145,5.5,2.5431281198003326,93.56895174708818,1.0,93.58134775374376,1.0,0.0,0.0,34.20643926788686,1.0,0.0,0.0,0.0,0.0,48.11895174708819,1.0,35.23124792013311,1.0,0.0,0.0,30.908951747088185,1.0,0.0,0.0,0.0,0.0,2.98,36.41792013311148,22.638951747088186,86.06742096505823,22.698951747088184,83.61188019966723,21.66990016638935,83.23500831946755,21.552296173044923,68.56377703826955,39.45312811980033,24.394159733777038,-999.0
2016-05-19 00:00:00,2.746222961730449,2.747304492512479,3.6840931780366057,2.9117803660565724,3.616539101497504,5.5,2.5434276206322797,93.56831946755408,1.0,93.58073211314476,1.0,0.0,0.0,34.204608985024954,1.0,0.0,0.0,0.0,0.0,48.11831946755407,1.0,35.23104825291181,1.0,0.0,0.0,30.908319467554076,1.0,0.0,0.0,0.0,0.0,2.98,36.41825291181364,22.638319467554076,86.06983361064891,22.698319467554075,83.61237936772046,21.670316139767053,83.23580698835275,21.552728785357736,68.56637271214642,39.453427620632276,24.393494176372712,-999.0
2016-05-19 01:00:00,2.745990016638935,2.7463893510815307,3.6847420965058237,2.9109650582362727,3.616722129783694,5.5,2.5437271214642263,93.56768718801996,1.0,93.58011647254575,1.0,0.0,0.0,34.20277870216306,1.0,0.0,0.0,0.0,0.0,48.117687188019964,1.0,35.23084858569052,1.0,0.0,0.0,30.907687188019967,1.0,0.0,0.0,0.0,0.0,2.98,36.418585690515805,22.637687188019967,86.0722462562396,22.697687188019966,83.61287853577372,21.67073211314476,83.23660565723794,21.553161397670547,68.56896838602329,39.453727121464226,24.392828618968384,-999.0
2016-05-19 02:00:00,2.7457570715474207,2.7454742096505824,3.6853910149750413,2.9101497504159735,3.6169051580698834,5.5,2.544026622296173,93.56705490848586,1.0,93.57950083194676,1.0,0.0,0.0,34.20094841930116,1.0,0.0,0.0,0.0,0.0,48.117054908485855,1.0,35.230648918469214,1.0,0.0,0.0,30.907054908485858,1.0,0.0,0.0,0.0,0.0,2.98,36.41891846921797,22.637054908485858,86.07465890183028,22.697054908485857,83.61337770382696,21.67114808652246,83.23740432612313,21.55359400998336,68.57156405990017,39.45402662229617,24.39216306156406,-999.0
2016-05-19 03:00:00,2.7455241264559067,2.7445590682196337,3.6860399334442593,2.9093344425956738,3.617088186356073,5.5,2.54432612312812,93.56642262895174,1.0,93.57888519134775,1.0,0.0,0.0,34.19911813643927,1.0,0.0,0.0,0.0,0.0,48.116422628951746,1.0,35.23044925124792,1.0,0.0,0.0,30.90642262895175,1.0,0.0,0.0,0.0,0.0,2.98,36.41925124792013,22.63642262895175,86.07707154742097,22.696422628951748,83.61387687188021,21.671564059900167,83.23820299500832,21.55402662229617,68.57415973377704,39.45432612312812,24.391497504159734,-999.0
