F_PU1,F_PU2,F_PU3,F_PU8,F_V2,L_T1,P_J14,P_J269,P_J280,P_J302,P_J422,S_PU1,S_PU2,S_PU3,S_PU8,S_V2,ATTACK_FLAG
97.83,97.85,0.0,34.75,62.86,1.95,32.71,34.14,2.97,19.88,31.81,1.0,1.0,0.0,1.0,1.0,1
97.21,97.23,0.0,35.26,64.04,1.84,32.85,34.47,2.97,19.98,31.95,1.0,1.0,0.0,1.0,1.0,1
93.93,93.95,0.0,35.08,0.0,1.92,39.01,36.22,2.98,21.35,26.6,1.0,1.0,0.0,1.0,0.0,1
90.39,90.41,0.0,0.0,0.0,2.17,41.56,38.09,2.98,30.21,25.92,1.0,1.0,0.0,0.0,0.0,1
92.53,92.55,0.0,0.0,0.0,2.62,40.35,36.97,2.98,29.13,25.09,1.0,1.0,0.0,0.0,0.0,1
88.31,88.33,0.0,0.0,0.0,3.02,43.37,39.18,2.98,34.43,27.8,1.0,1.0,0.0,0.0,0.0,1
91.25,91.27,0.0,0.0,0.0,3.55,41.33,37.64,2.98,30.0,27.44,1.0,1.0,0.0,0.0,0.0,1
91.44,91.45,0.0,36.29,0.0,3.77,40.93,37.54,2.98,22.81,23.33,1.0,1.0,0.0,1.0,0.0,1
91.44,91.46,0.0,36.12,0.0,4.01,41.01,37.54,2.98,23.22,25.31,1.0,1.0,0.0,1.0,0.0,1
95.87,95.89,0.0,35.63,99.82,4.12,29.84,35.19,2.98,21.8,28.94,1.0,1.0,0.0,1.0,1.0,1
95.92,95.94,0.0,35.33,97.14,3.91,30.13,35.16,2.98,21.64,29.23,1.0,1.0,0.0,1.0,1.0,1
96.35,96.36,0.0,35.09,93.44,3.71,30.35,34.94,2.98,21.33,29.45,1.0,1.0,0.0,1.0,1.0,1
96.1,96.11,0.0,0.0,92.54,3.53,30.75,35.07,2.98,28.08,29.85,1.0,1.0,0.0,0.0,1.0,1
96.94,96.95,0.0,0.0,95.37,3.45,29.9,34.62,2.98,27.71,29.0,1.0,1.0,0.0,0.0,1.0,0
96.34,96.36,0.0,0.0,96.37,3.31,30.02,34.94,2.98,28.02,29.12,1.0,1.0,0.0,0.0,1.0,0
96.23,96.25,0.0,35.91,94.65,3.23,30.1,35.0,2.98,21.19,29.2,1.0,1.0,0.0,1.0,1.0,0
95.69,95.71,0.0,35.18,97.64,3.07,29.94,35.29,2.98,21.8,29.04,1.0,1.0,0.0,1.0,1.0,0
95.53,95.55,0.0,36.84,97.48,3.06,30.12,35.37,2.98,27.39,29.22,1.0,1.0,0.0,1.0,1.0,0
95.1,95.12,0.0,36.52,89.99,3.09,31.38,35.6,2.98,27.59,30.48,1.0,1.0,0.0,1.0,1.0,0
94.22,94.23,0.0,34.21,70.73,3.12,34.1,36.07,2.98,22.3,33.2,1.0,1.0,0.0,1.0,1.0,0
94.66,94.68,0.0,0.0,84.47,3.31,32.45,35.84,2.98,28.68,31.55,1.0,1.0,0.0,0.0,1.0,0
93.8,93.82,0.0,0.0,86.56,3.48,32.94,36.29,2.98,31.76,32.04,1.0,1.0,0.0,0.0,1.0,0
93.75,93.77,0.0,0.0,85.04,3.71,33.23,36.32,2.98,31.92,32.33,1.0,1.0,0.0,0.0,1.0,0
94.49,94.51,0.0,0.0,62.68,3.84,35.25,35.93,2.98,28.73,34.35,1.0,1.0,0.0,0.0,1.0,0
92.38,92.4,0.0,36.12,0.0,4.02,40.49,37.05,2.98,22.48,31.78,1.0,1.0,0.0,1.0,0.0,0
92.19,92.21,0.0,36.37,0.0,4.19,40.64,37.14,2.98,22.64,29.54,1.0,1.0,0.0,1.0,0.0,0
90.89,90.91,0.0,36.02,0.0,4.36,41.41,37.83,2.98,23.5,26.01,1.0,1.0,0.0,1.0,0.0,0
113.07,0.0,0.0,35.62,0.0,4.47,38.29,25.72,2.99,22.37,25.27,1.0,0.0,0.0,1.0,0.0,0
113.04,0.0,0.0,35.77,0.0,4.32,38.25,25.74,2.99,22.28,24.43,1.0,0.0,0.0,1.0,0.0,0
112.78,0.0,0.0,35.32,0.0,4.19,38.33,25.89,2.99,22.64,23.84,1.0,0.0,0.0,1.0,0.0,0
111.28,0.0,0.0,0.0,0.0,4.27,39.32,26.74,2.99,32.42,22.97,1.0,0.0,0.0,0.0,0.0,0
115.98,0.0,0.0,0.0,93.5,4.28,29.53,24.06,2.99,27.47,28.63,1.0,0.0,0.0,0.0,1.0,0
116.02,0.0,0.0,0.0,91.0,3.94,29.8,24.04,2.99,27.4,28.9,1.0,0.0,0.0,0.0,1.0,0
116.68,0.0,0.0,0.0,86.49,3.62,29.96,23.66,2.99,27.15,29.06,1.0,0.0,0.0,0.0,1.0,0
117.87,0.0,0.0,35.34,60.28,3.27,31.95,22.98,2.99,19.85,31.05,1.0,0.0,0.0,1.0,1.0,0
119.78,0.0,0.0,34.88,67.92,2.84,30.01,21.87,2.99,18.71,29.11,1.0,0.0,0.0,1.0,1.0,0
120.23,0.0,0.0,35.18,64.23,2.4,30.07,21.61,2.99,18.26,29.17,1.0,0.0,0.0,1.0,1.0,0
121.35,0.0,0.0,34.64,63.13,1.95,29.48,20.96,2.99,17.65,28.58,1.0,0.0,0.0,1.0,1.0,0
121.38,0.0,0.0,34.5,64.25,1.49,29.28,20.94,2.99,17.65,28.38,1.0,0.0,0.0,1.0,1.0,0
120.41,0.0,0.0,33.85,68.85,1.06,29.29,21.51,2.99,18.58,28.39,1.0,0.0,0.0,1.0,1.0,0
97.52,97.54,0.0,34.03,87.26,0.92,29.58,34.31,2.97,20.24,28.68,1.0,1.0,0.0,1.0,1.0,0
97.01,97.03,0.0,0.0,89.64,0.97,29.71,34.58,2.98,26.58,28.81,1.0,1.0,0.0,0.0,1.0,0
95.35,95.37,0.0,0.0,89.08,1.22,31.1,35.47,2.98,29.95,30.2,1.0,1.0,0.0,0.0,1.0,0
93.82,93.83,0.0,0.0,74.24,1.53,34.02,36.29,2.98,30.85,33.12,1.0,1.0,0.0,0.0,1.0,0
94.46,94.48,0.0,0.0,67.71,1.84,34.15,35.94,2.98,27.91,33.25,1.0,1.0,0.0,0.0,1.0,0
95.3,95.32,0.0,0.0,78.68,2.09,32.43,35.49,2.98,27.67,31.53,1.0,1.0,0.0,0.0,1.0,0
94.59,94.61,0.0,0.0,81.08,2.3,32.86,35.87,2.98,30.86,31.96,1.0,1.0,0.0,0.0,1.0,0
95.56,95.57,0.0,37.4,74.68,2.54,32.87,35.36,2.98,26.97,31.97,1.0,1.0,0.0,1.0,1.0,0
95.84,95.86,0.0,35.43,54.81,2.6,34.74,35.2,2.98,20.86,33.84,1.0,1.0,0.0,1.0,1.0,0
92.83,92.85,0.0,35.78,0.0,2.77,39.86,36.81,2.98,21.81,29.88,1.0,1.0,0.0,1.0,0.0,0
93.26,93.28,0.0,35.75,0.0,2.99,39.69,36.58,2.98,21.75,29.34,1.0,1.0,0.0,1.0,0.0,0
92.58,92.6,0.0,35.74,0.0,3.18,40.13,36.94,2.98,22.29,25.85,1.0,1.0,0.0,1.0,0.0,0
93.2,93.22,0.0,35.52,0.0,3.4,39.86,36.61,2.98,22.15,25.02,1.0,1.0,0.0,1.0,0.0,0
91.09,91.11,0.0,0.0,0.0,3.6,41.44,37.73,2.98,30.14,24.22,1.0,1.0,0.0,0.0,0.0,0
91.57,91.59,0.0,0.0,0.0,3.94,41.25,37.47,2.98,30.06,23.41,1.0,1.0,0.0,0.0,0.0,0
90.86,90.88,0.0,0.0,0.0,4.25,41.74,37.85,2.98,30.48,22.55,1.0,1.0,0.0,0.0,0.0,0
97.02,97.03,0.0,36.14,104.26,4.25,28.51,34.58,2.98,20.82,27.61,1.0,1.0,0.0,1.0,1.0,0
96.83,96.85,0.0,35.91,94.6,3.97,29.97,34.68,2.98,20.95,29.07,1.0,1.0,0.0,1.0,1.0,0
96.78,96.8,0.0,35.69,92.17,3.71,30.26,34.7,2.98,20.89,29.36,1.0,1.0,0.0,1.0,1.0,0
97.05,97.07,0.0,35.59,88.77,3.48,30.5,34.56,2.97,20.75,29.6,1.0,1.0,0.0,1.0,1.0,0
96.7,96.72,0.0,35.37,87.54,3.25,30.81,34.74,2.98,20.98,29.91,1.0,1.0,0.0,1.0,1.0,0
97.09,97.11,0.0,35.36,84.07,3.07,30.98,34.54,2.97,20.59,30.08,1.0,1.0,0.0,1.0,1.0,0
96.15,96.17,0.0,35.08,91.92,2.87,30.4,35.04,2.98,21.19,29.5,1.0,1.0,0.0,1.0,1.0,0
96.68,96.7,0.0,34.68,89.41,2.76,30.42,34.76,2.98,21.14,29.52,1.0,1.0,0.0,1.0,1.0,0
95.95,95.97,0.0,0.0,92.23,2.75,30.53,35.15,2.98,27.79,29.63,1.0,1.0,0.0,0.0,1.0,0
95.51,95.52,0.0,0.0,93.13,2.79,30.67,35.39,2.98,28.12,29.77,1.0,1.0,0.0,0.0,1.0,0
94.47,94.49,0.0,0.0,97.22,2.96,30.94,35.94,2.98,31.16,30.04,1.0,1.0,0.0,0.0,1.0,0
93.87,93.89,0.0,0.0,90.45,3.2,32.31,36.26,2.98,31.56,31.41,1.0,1.0,0.0,0.0,1.0,0
93.65,93.67,0.0,35.44,68.3,3.43,34.78,36.37,2.98,22.37,33.88,1.0,1.0,0.0,1.0,1.0,0
94.32,94.34,0.0,35.38,63.04,3.51,35.02,36.02,2.98,22.11,34.12,1.0,1.0,0.0,1.0,1.0,0
94.7,94.71,0.0,37.77,78.21,3.48,33.23,35.82,2.98,27.77,32.33,1.0,1.0,0.0,1.0,1.0,0
92.52,92.53,0.0,37.2,0.0,3.67,40.58,36.97,2.98,28.83,29.69,1.0,1.0,0.0,1.0,0.0,0
92.75,92.76,0.0,35.75,0.0,3.9,40.25,36.85,2.98,22.37,29.17,1.0,1.0,0.0,1.0,0.0,0
90.57,90.58,0.0,0.0,0.0,4.12,41.87,38.0,2.98,30.52,28.69,1.0,1.0,0.0,0.0,0.0,0
90.9,90.92,0.0,0.0,0.0,4.45,41.77,37.83,2.98,30.66,25.44,1.0,1.0,0.0,0.0,0.0,0
112.62,0.0,0.0,0.0,0.0,4.52,38.63,25.98,2.99,29.1,24.66,1.0,0.0,0.0,0.0,0.0,0
113.05,0.0,0.0,37.02,0.0,4.51,38.3,25.73,2.99,22.18,23.9,1.0,0.0,0.0,1.0,0.0,0
112.92,0.0,0.0,35.95,0.0,4.36,38.32,25.81,2.99,22.34,26.64,1.0,0.0,0.0,1.0,0.0,0
113.01,0.0,0.0,36.17,0.0,4.24,38.24,25.76,2.99,22.16,22.77,1.0,0.0,0.0,1.0,0.0,0
119.18,0.0,0.0,35.05,89.19,3.9,27.98,22.22,2.99,19.27,27.08,1.0,0.0,0.0,1.0,1.0,0
117.44,0.0,0.0,36.74,87.76,3.43,29.3,23.23,2.99,25.93,28.4,1.0,0.0,0.0,1.0,1.0,0
118.98,0.0,0.0,34.49,79.14,3.07,29.25,22.34,2.99,19.16,28.35,1.0,0.0,0.0,1.0,1.0,0
120.32,0.0,0.0,33.76,72.02,2.64,29.23,21.56,2.99,18.46,28.33,1.0,0.0,0.0,1.0,1.0,0
119.11,0.0,0.0,0.0,75.91,2.2,29.63,22.26,2.99,25.41,28.73,1.0,0.0,0.0,0.0,1.0,0
119.59,0.0,0.0,0.0,72.2,1.87,29.72,21.98,2.99,25.09,28.82,1.0,0.0,0.0,0.0,1.0,0
119.93,0.0,0.0,0.0,73.52,1.54,29.33,21.79,2.99,24.85,28.43,1.0,0.0,0.0,0.0,1.0,0
120.34,0.0,0.0,0.0,72.24,1.22,29.19,21.55,2.99,24.63,28.29,1.0,0.0,0.0,0.0,1.0,0
99.18,99.2,0.0,35.05,82.85,0.92,29.27,33.41,2.97,18.95,28.37,1.0,1.0,0.0,1.0,1.0,0
97.85,97.87,0.0,34.95,87.55,0.77,29.32,34.13,2.97,19.69,28.42,1.0,1.0,0.0,1.0,1.0,0
97.6,97.62,0.0,34.49,87.91,0.74,29.38,34.26,2.97,19.9,28.48,1.0,1.0,0.0,1.0,1.0,0
97.09,97.11,0.0,33.78,82.2,0.75,30.38,34.54,2.97,20.41,29.48,1.0,1.0,0.0,1.0,1.0,0
95.99,96.01,0.0,35.95,67.24,0.84,32.97,35.13,2.98,26.16,32.07,1.0,1.0,0.0,1.0,1.0,0
93.99,94.01,0.0,0.0,71.63,1.17,34.13,36.19,2.98,30.62,33.23,1.0,1.0,0.0,0.0,1.0,0
96.15,96.17,0.0,0.0,77.31,1.53,31.93,35.04,2.98,26.97,31.03,1.0,1.0,0.0,0.0,1.0,0
96.54,96.56,0.0,0.0,74.6,1.69,32.09,34.83,2.98,26.89,31.19,1.0,1.0,0.0,0.0,1.0,0
96.72,96.74,0.0,0.0,72.66,1.81,32.26,34.73,2.98,27.01,31.36,1.0,1.0,0.0,0.0,1.0,0
97.99,98.01,0.0,35.53,50.61,1.88,33.82,34.05,2.97,19.68,32.92,1.0,1.0,0.0,1.0,1.0,0
97.64,97.66,0.0,35.34,63.38,1.78,32.69,34.24,2.97,19.96,31.79,1.0,1.0,0.0,1.0,1.0,0
97.43,97.45,0.0,35.03,68.8,1.68,32.16,34.35,2.97,20.16,31.26,1.0,1.0,0.0,1.0,1.0,0
96.57,96.58,0.0,36.03,72.59,1.62,32.12,34.82,2.98,20.33,31.22,1.0,1.0,0.0,1.0,1.0,0
97.45,97.47,0.0,36.74,71.27,1.72,31.98,34.34,2.97,25.9,31.08,1.0,1.0,0.0,1.0,1.0,0
97.24,97.26,0.0,34.83,72.34,1.7,31.86,34.46,2.97,20.05,30.96,1.0,1.0,0.0,1.0,1.0,0
96.97,96.99,0.0,34.74,70.18,1.64,32.21,34.6,2.98,20.21,31.31,1.0,1.0,0.0,1.0,1.0,0
96.4,96.42,0.0,0.0,71.82,1.66,32.47,34.9,2.98,26.85,31.57,1.0,1.0,0.0,0.0,1.0,0
96.12,96.14,0.0,0.0,71.6,1.8,32.71,35.06,2.98,27.2,31.81,1.0,1.0,0.0,0.0,1.0,0
97.04,97.06,0.0,0.0,67.05,1.94,32.77,34.56,2.97,27.01,31.87,1.0,1.0,0.0,0.0,1.0,0
97.33,97.35,0.0,0.0,64.97,2.02,32.88,34.41,2.97,26.85,31.98,1.0,1.0,0.0,0.0,1.0,0
92.75,92.77,0.0,38.21,0.0,2.25,40.07,36.85,2.98,27.93,31.61,1.0,1.0,0.0,1.0,0.0,0
94.5,94.52,0.0,36.19,0.0,2.49,38.85,35.92,2.98,20.74,26.54,1.0,1.0,0.0,1.0,0.0,0
94.61,94.63,0.0,35.98,0.0,2.64,38.85,35.86,2.98,20.87,25.8,1.0,1.0,0.0,1.0,0.0,0
93.97,93.99,0.0,35.78,0.0,2.77,39.23,36.2,2.98,21.23,24.96,1.0,1.0,0.0,1.0,0.0,0
92.45,92.47,0.0,35.27,0.0,2.94,40.13,37.01,2.98,22.17,24.3,1.0,1.0,0.0,1.0,0.0,0
91.26,91.28,0.0,35.64,0.0,3.17,40.88,37.64,2.98,22.97,23.68,1.0,1.0,0.0,1.0,0.0,0
90.87,90.89,0.0,35.23,0.0,3.45,41.2,37.84,2.98,23.62,22.9,1.0,1.0,0.0,1.0,0.0,0
94.59,94.61,0.0,0.0,101.05,3.58,30.33,35.87,2.98,28.84,29.43,1.0,1.0,0.0,0.0,1.0,0
93.15,93.17,0.0,0.0,84.04,3.7,33.72,36.64,2.98,32.15,32.82,1.0,1.0,0.0,0.0,1.0,0
92.55,92.57,0.0,0.0,82.14,3.97,34.4,36.96,2.98,32.54,33.5,1.0,1.0,0.0,0.0,1.0,0
92.97,92.99,0.0,0.0,97.02,4.2,32.21,36.73,2.98,32.4,31.31,1.0,1.0,0.0,0.0,1.0,0
94.22,94.24,0.0,0.0,90.44,4.32,32.25,36.07,2.98,29.17,31.35,1.0,1.0,0.0,0.0,1.0,0
94.69,94.7,0.0,35.43,68.76,4.31,34.56,35.82,2.98,22.12,33.66,1.0,1.0,0.0,1.0,1.0,0
94.9,94.92,0.0,36.41,64.42,4.21,34.88,35.71,2.98,21.8,33.98,1.0,1.0,0.0,1.0,1.0,0
95.11,95.13,0.0,35.98,78.84,4.06,33.06,35.6,2.98,21.83,32.16,1.0,1.0,0.0,1.0,1.0,0
95.0,95.02,0.0,35.46,77.16,3.93,33.28,35.66,2.98,22.03,32.38,1.0,1.0,0.0,1.0,1.0,0
91.09,91.11,0.0,35.85,0.0,4.05,41.21,37.72,2.98,23.2,26.58,1.0,1.0,0.0,1.0,0.0,0
92.03,92.05,0.0,35.86,0.0,4.28,40.76,37.23,2.98,23.05,25.76,1.0,1.0,0.0,1.0,0.0,0
88.54,88.55,0.0,0.0,0.0,4.45,43.16,39.06,2.98,31.65,24.9,1.0,1.0,0.0,0.0,0.0,0
111.75,0.0,0.0,0.0,0.0,4.63,39.02,26.47,2.99,29.56,24.25,1.0,0.0,0.0,0.0,0.0,0
111.56,0.0,0.0,0.0,0.0,4.7,39.12,26.58,2.99,29.67,23.44,1.0,0.0,0.0,0.0,0.0,0
111.54,0.0,0.0,0.0,0.0,4.76,39.15,26.59,2.99,29.76,25.41,1.0,0.0,0.0,0.0,0.0,0
115.69,0.0,0.0,37.64,94.54,4.71,29.59,24.23,2.99,26.98,28.69,1.0,0.0,0.0,1.0,1.0,0
118.54,0.0,0.0,35.25,82.0,4.31,29.31,22.59,2.99,19.37,28.41,1.0,0.0,0.0,1.0,1.0,0
117.69,0.0,0.0,35.23,64.66,3.82,31.69,23.08,2.99,19.8,30.79,1.0,0.0,0.0,1.0,1.0,0
119.72,0.0,0.0,34.76,71.29,3.39,29.75,21.91,2.99,18.65,28.85,1.0,0.0,0.0,1.0,1.0,0
119.47,0.0,0.0,34.91,70.49,2.91,29.92,22.06,2.99,18.73,29.02,1.0,0.0,0.0,1.0,1.0,0
119.72,0.0,0.0,34.53,72.88,2.46,29.45,21.91,2.99,18.66,28.55,1.0,0.0,0.0,1.0,1.0,0
119.98,0.0,0.0,34.32,72.32,2.03,29.31,21.76,2.99,18.76,28.41,1.0,0.0,0.0,1.0,1.0,0
119.02,0.0,0.0,0.0,77.34,1.64,29.43,22.32,2.99,25.54,28.53,1.0,0.0,0.0,0.0,1.0,0
118.25,0.0,0.0,0.0,80.53,1.36,29.41,22.76,2.99,25.96,28.51,1.0,0.0,0.0,0.0,1.0,0
118.09,0.0,0.0,0.0,81.0,1.16,29.4,22.85,2.99,26.11,28.5,1.0,0.0,0.0,0.0,1.0,0
116.99,0.0,0.0,0.0,60.64,1.13,32.12,23.48,2.99,28.77,31.22,1.0,0.0,0.0,0.0,1.0,0
117.68,0.0,0.0,0.0,55.45,1.23,32.34,23.09,2.99,28.7,31.44,1.0,0.0,0.0,0.0,1.0,0
117.29,0.0,0.0,0.0,70.18,1.23,31.07,23.31,2.99,28.74,30.17,1.0,0.0,0.0,0.0,1.0,0
119.6,0.0,0.0,34.87,57.37,1.01,30.86,21.98,2.99,18.61,29.96,1.0,0.0,0.0,1.0,1.0,0
99.35,99.37,0.0,34.42,65.44,0.99,31.28,33.32,2.97,18.91,30.38,1.0,1.0,0.0,1.0,1.0,0
98.36,98.38,0.0,34.83,53.81,0.86,32.92,33.85,2.97,19.34,32.02,1.0,1.0,0.0,1.0,1.0,0
98.4,98.42,0.0,34.68,63.72,0.82,31.9,33.83,2.97,19.27,31.0,1.0,1.0,0.0,1.0,1.0,0
98.78,98.8,0.0,34.78,65.31,0.78,31.52,33.62,2.97,19.15,30.62,1.0,1.0,0.0,1.0,1.0,0
97.72,97.74,0.0,34.46,69.79,0.69,31.49,34.2,2.97,19.53,30.59,1.0,1.0,0.0,1.0,1.0,0
97.71,97.73,0.0,0.0,72.17,0.74,31.41,34.2,2.97,25.97,30.51,1.0,1.0,0.0,0.0,1.0,0
97.63,97.65,0.0,0.0,73.76,0.86,31.31,34.24,2.97,26.11,30.41,1.0,1.0,0.0,0.0,1.0,0
97.48,97.5,0.0,0.0,67.99,0.98,32.09,34.32,2.97,26.2,31.19,1.0,1.0,0.0,0.0,1.0,0
96.41,96.43,0.0,0.0,60.23,1.1,33.59,34.9,2.98,26.8,32.69,1.0,1.0,0.0,0.0,1.0,0
97.44,97.46,0.0,37.26,68.35,1.28,32.14,34.35,2.97,25.56,31.24,1.0,1.0,0.0,1.0,1.0,0
97.16,97.18,0.0,34.93,67.43,1.33,32.29,34.5,2.97,19.83,31.39,1.0,1.0,0.0,1.0,1.0,0
97.87,97.89,0.0,35.21,63.62,1.33,32.37,34.12,2.97,19.44,31.47,1.0,1.0,0.0,1.0,1.0,0
97.89,97.91,0.0,34.98,62.49,1.27,32.45,34.1,2.97,19.46,31.55,1.0,1.0,0.0,1.0,1.0,0
98.2,98.22,0.0,35.1,60.22,1.22,32.51,33.94,2.97,19.27,31.61,1.0,1.0,0.0,1.0,1.0,0
98.49,98.51,0.0,34.79,58.03,1.15,32.56,33.78,2.97,19.16,31.66,1.0,1.0,0.0,1.0,1.0,0
98.55,98.57,0.0,34.52,64.03,1.04,31.87,33.75,2.97,19.17,30.97,1.0,1.0,0.0,1.0,1.0,0
98.33,98.35,0.0,0.0,66.84,0.95,31.76,33.87,2.97,25.86,30.86,1.0,1.0,0.0,0.0,1.0,0
96.78,96.8,0.0,0.0,73.76,1.01,31.84,34.7,2.98,26.45,30.94,1.0,1.0,0.0,0.0,1.0,0
96.78,96.8,0.0,0.0,74.84,1.17,31.76,34.7,2.98,26.64,30.86,1.0,1.0,0.0,0.0,1.0,0
95.14,95.16,0.0,0.0,60.22,1.34,34.42,35.58,2.98,27.59,33.52,1.0,1.0,0.0,0.0,1.0,0
94.57,94.59,0.0,0.0,59.06,1.59,34.95,35.88,2.98,28.06,34.05,1.0,1.0,0.0,0.0,1.0,0
89.28,89.3,0.0,38.21,0.0,2.04,42.11,38.67,2.98,29.56,29.74,1.0,1.0,0.0,1.0,0.0,0
90.39,90.41,0.0,37.82,0.0,2.52,41.55,38.09,2.98,29.27,29.23,1.0,1.0,0.0,1.0,0.0,0
90.89,90.91,0.0,35.88,0.0,2.87,41.01,37.83,2.98,22.89,30.45,1.0,1.0,0.0,1.0,0.0,0
92.0,92.01,0.0,35.36,0.0,3.18,40.46,37.25,2.98,22.55,30.45,1.0,1.0,0.0,1.0,0.0,0
92.37,92.39,0.0,35.67,0.0,3.43,40.32,37.05,2.98,22.47,28.19,1.0,1.0,0.0,1.0,0.0,0
89.93,89.94,0.0,0.0,0.0,3.73,42.17,38.34,2.98,30.83,27.66,1.0,1.0,0.0,0.0,0.0,0
89.76,89.78,0.0,0.0,0.0,4.12,42.36,38.42,2.98,31.08,27.18,1.0,1.0,0.0,0.0,0.0,0
110.85,0.0,0.0,0.0,0.0,4.58,39.6,26.98,2.99,32.72,23.64,1.0,0.0,0.0,0.0,0.0,0
112.7,0.0,0.0,35.96,0.0,4.72,38.53,25.93,2.99,22.34,22.91,1.0,0.0,0.0,1.0,0.0,0
118.66,0.0,0.0,34.63,92.15,4.48,27.96,22.52,2.99,19.5,27.06,1.0,0.0,0.0,1.0,1.0,0
118.85,0.0,0.0,34.65,90.44,3.95,28.02,22.41,2.99,19.53,27.12,1.0,0.0,0.0,1.0,1.0,0
119.37,0.0,0.0,34.43,87.47,3.46,28.04,22.11,2.99,19.24,27.14,1.0,0.0,0.0,1.0,1.0,0
119.09,0.0,0.0,34.04,81.63,2.97,28.88,22.27,2.99,19.51,27.98,1.0,0.0,0.0,1.0,1.0,0
119.56,0.0,0.0,34.23,77.65,2.54,29.02,22.0,2.99,19.12,28.12,1.0,0.0,0.0,1.0,1.0,0
117.73,0.0,0.0,0.0,83.76,2.24,29.64,23.06,2.99,29.04,28.74,1.0,0.0,0.0,0.0,1.0,0
119.09,0.0,0.0,0.0,75.9,2.01,29.61,22.27,2.99,25.39,28.71,1.0,0.0,0.0,0.0,1.0,0
119.58,0.0,0.0,0.0,72.17,1.7,29.71,21.99,2.99,25.07,28.81,1.0,0.0,0.0,0.0,1.0,0
121.07,0.0,0.0,34.69,62.79,1.32,29.58,21.13,2.99,17.69,28.68,1.0,0.0,0.0,1.0,1.0,0
98.76,98.78,0.0,35.14,82.74,0.97,29.53,33.63,2.97,18.99,28.63,1.0,1.0,0.0,1.0,1.0,0
98.88,98.9,0.0,34.47,82.15,0.85,29.5,33.57,2.97,19.17,28.6,1.0,1.0,0.0,1.0,1.0,0
97.52,97.54,0.0,34.26,86.97,0.73,29.54,34.3,2.97,19.96,28.64,1.0,1.0,0.0,1.0,1.0,0
97.86,97.88,0.0,34.05,85.46,0.74,29.57,34.12,2.97,19.93,28.67,1.0,1.0,0.0,1.0,1.0,0
97.33,97.35,0.0,33.88,75.16,0.75,31.1,34.41,2.97,20.27,30.2,1.0,1.0,0.0,1.0,1.0,0
95.41,95.43,0.0,0.0,85.17,1.01,31.52,35.44,2.98,29.84,30.62,1.0,1.0,0.0,0.0,1.0,0
95.72,95.73,0.0,0.0,82.55,1.32,31.73,35.27,2.98,29.9,30.83,1.0,1.0,0.0,0.0,1.0,0
96.36,96.38,0.0,0.0,77.42,1.56,31.81,34.93,2.98,26.89,30.91,1.0,1.0,0.0,0.0,1.0,0
95.71,95.73,0.0,0.0,62.06,1.74,33.98,35.28,2.98,27.27,33.08,1.0,1.0,0.0,0.0,1.0,0
97.04,97.06,0.0,0.0,69.7,1.91,32.47,34.56,2.97,26.98,31.57,1.0,1.0,0.0,0.0,1.0,0
96.78,96.8,0.0,35.37,68.48,1.88,32.59,34.7,2.98,20.43,31.69,1.0,1.0,0.0,1.0,1.0,0
97.17,97.19,0.0,37.46,66.66,1.94,32.72,34.49,2.97,26.01,31.82,1.0,1.0,0.0,1.0,1.0,0
97.03,97.05,0.0,34.98,65.21,1.91,32.84,34.57,2.98,20.17,31.94,1.0,1.0,0.0,1.0,1.0,0
97.04,97.06,0.0,34.87,70.09,1.85,32.27,34.56,2.97,20.18,31.37,1.0,1.0,0.0,1.0,1.0,0
97.69,97.71,0.0,34.77,68.84,1.79,32.07,34.21,2.97,19.92,31.17,1.0,1.0,0.0,1.0,1.0,0
97.13,97.15,0.0,34.64,71.63,1.69,32.0,34.52,2.97,20.33,31.1,1.0,1.0,0.0,1.0,1.0,0
96.53,96.55,0.0,0.0,68.46,1.73,32.82,34.84,2.98,27.03,31.92,1.0,1.0,0.0,0.0,1.0,0
96.07,96.09,0.0,0.0,58.04,1.87,34.23,35.08,2.98,27.23,33.33,1.0,1.0,0.0,0.0,1.0,0
95.98,96.0,0.0,0.0,70.2,2.0,33.02,35.13,2.98,27.39,32.12,1.0,1.0,0.0,0.0,1.0,0
89.82,89.84,0.0,0.0,0.0,2.28,42.29,38.39,2.98,33.41,29.64,1.0,1.0,0.0,0.0,0.0,0
93.22,93.24,0.0,38.24,0.0,2.67,39.9,36.6,2.98,27.88,29.11,1.0,1.0,0.0,1.0,0.0,0
93.04,93.05,0.0,35.82,0.0,2.89,39.78,36.7,2.98,21.68,28.59,1.0,1.0,0.0,1.0,0.0,0
93.46,93.48,0.0,35.99,0.0,3.1,39.61,36.47,2.98,21.53,28.04,1.0,1.0,0.0,1.0,0.0,0
94.46,94.48,0.0,36.1,0.0,3.27,39.14,35.94,2.98,21.11,24.56,1.0,1.0,0.0,1.0,0.0,0
93.37,93.39,0.0,35.94,0.0,3.36,39.74,36.52,2.98,21.67,23.81,1.0,1.0,0.0,1.0,0.0,0
91.14,91.16,0.0,35.39,0.0,3.52,41.04,37.7,2.98,23.03,23.19,1.0,1.0,0.0,1.0,0.0,0
95.36,95.38,0.0,34.55,109.43,3.79,28.61,35.46,2.98,22.04,27.71,1.0,1.0,0.0,1.0,1.0,0
94.59,94.6,0.0,0.0,110.49,3.76,29.0,35.88,2.98,28.95,28.1,1.0,1.0,0.0,0.0,1.0,0
